ID,Prix,Quantite,Remise,CA_Brut,CA_Net,TVA
2216,331.12,14,10.0,4635.68,4172.11,834.42
2217,123.45,20,0.0,2469.0,2469.0,493.8
2218,19.78,11,25.0,217.58,163.19,32.64
2219,213.51,14,10.0,2989.14,2690.23,538.05
2220,145.67,5,25.0,728.35,546.26,109.25
2221,397.22,4,5.0,1588.88,1509.44,301.89
2222,389.74,14,0.0,5456.36,5456.36,1091.27
2223,221.2,3,15.0,663.6,564.06,112.81
2224,160.84,12,0.0,1930.08,1930.08,386.02
2225,85.71,5,25.0,428.55,321.41,64.28
2226,251.0,12,0.0,3012.0,3012.0,602.4
2227,218.75,8,5.0,1750.0,1662.5,332.5
2228,468.14,7,5.0,3276.98,3113.13,622.63
2229,106.11,19,0.0,2016.09,2016.09,403.22
2230,196.45,10,5.0,1964.5,1866.27,373.25
2231,278.91,13,0.0,3625.83,3625.83,725.17
2232,189.45,9,0.0,1705.05,1705.05,341.01
2233,341.24,15,25.0,5118.6,3838.95,767.79
2234,352.82,8,0.0,2822.56,2822.56,564.51
2235,16.15,13,15.0,209.95,178.46,35.69
2236,442.68,16,20.0,7082.88,5666.3,1133.26
2237,95.11,19,0.0,1807.09,1807.09,361.42
2238,23.24,7,15.0,162.68,138.28,27.66
2239,350.12,19,0.0,6652.28,6652.28,1330.46
2240,187.08,7,15.0,1309.56,1113.13,222.63
2241,386.1,13,5.0,5019.3,4768.34,953.67
2242,347.96,5,0.0,1739.8,1739.8,347.96
2243,303.66,20,0.0,6073.2,6073.2,1214.64
2244,220.27,8,15.0,1762.16,1497.84,299.57
2245,112.08,15,10.0,1681.2,1513.08,302.62
2246,11.85,9,25.0,106.65,79.99,16.0
2247,324.75,9,5.0,2922.75,2776.61,555.32
2248,224.61,18,5.0,4042.98,3840.83,768.17
2249,90.33,13,25.0,1174.29,880.72,176.14
2250,87.08,12,20.0,1044.96,835.97,167.19
2251,127.46,11,5.0,1402.06,1331.96,266.39
2252,490.65,14,5.0,6869.1,6525.64,1305.13
2253,126.39,14,0.0,1769.46,1769.46,353.89
2254,386.43,3,5.0,1159.29,1101.33,220.27
2255,299.23,17,10.0,5086.91,4578.22,915.64
2256,478.63,12,10.0,5743.56,5169.2,1033.84
2257,443.46,4,5.0,1773.84,1685.15,337.03
2258,385.32,2,10.0,770.64,693.58,138.72
2259,152.81,9,15.0,1375.29,1169.0,233.8
2260,289.71,4,20.0,1158.84,927.07,185.41
2261,211.77,10,20.0,2117.7,1694.16,338.83
2262,199.79,12,10.0,2397.48,2157.73,431.55
2263,151.51,6,0.0,909.06,909.06,181.81
2264,232.53,14,5.0,3255.42,3092.65,618.53
2265,487.39,13,5.0,6336.07,6019.27,1203.85
2266,7.51,11,10.0,82.61,74.35,14.87
2267,270.17,14,25.0,3782.38,2836.78,567.36
2268,7.15,9,5.0,64.35,61.13,12.23
2269,247.99,10,15.0,2479.9,2107.91,421.58
2270,255.41,12,5.0,3064.92,2911.67,582.33
2271,36.27,17,0.0,616.59,616.59,123.32
2272,279.26,7,15.0,1954.82,1661.6,332.32
2273,296.91,1,15.0,296.91,252.37,50.47
2274,22.59,10,0.0,225.9,225.9,45.18
2275,292.72,4,20.0,1170.88,936.7,187.34
2276,284.3,3,20.0,852.9,682.32,136.46
2277,263.72,16,25.0,4219.52,3164.64,632.93
2278,43.06,6,20.0,258.36,206.69,41.34
2279,82.85,2,0.0,165.7,165.7,33.14
2280,416.28,8,0.0,3330.24,3330.24,666.05
2281,139.92,15,15.0,2098.8,1783.98,356.8
2282,197.43,3,20.0,592.29,473.83,94.77
2283,169.26,9,5.0,1523.34,1447.17,289.43
2284,396.4,8,10.0,3171.2,2854.08,570.82
2285,373.05,12,5.0,4476.6,4252.77,850.55
2286,445.94,9,5.0,4013.46,3812.79,762.56
2287,279.29,4,15.0,1117.16,949.59,189.92
2288,178.85,14,0.0,2503.9,2503.9,500.78
2289,148.2,1,5.0,148.2,140.79,28.16
2290,338.34,14,10.0,4736.76,4263.08,852.62
2291,249.27,16,20.0,3988.32,3190.66,638.13
2292,133.28,7,20.0,932.96,746.37,149.27
2293,264.53,9,5.0,2380.77,2261.73,452.35
2294,361.38,5,10.0,1806.9,1626.21,325.24
2295,444.86,7,20.0,3114.02,2491.22,498.24
2296,74.15,4,5.0,296.6,281.77,56.35
2297,138.52,12,15.0,1662.24,1412.9,282.58
2298,98.29,15,25.0,1474.35,1105.76,221.15
2299,452.91,13,20.0,5887.83,4710.26,942.05
2300,442.19,18,10.0,7959.42,7163.48,1432.7
2301,140.37,1,10.0,140.37,126.33,25.27
2302,438.65,7,25.0,3070.55,2302.91,460.58
2303,218.3,7,0.0,1528.1,1528.1,305.62
2304,275.31,20,25.0,5506.2,4129.65,825.93
2305,390.2,9,5.0,3511.8,3336.21,667.24
2306,156.86,2,0.0,313.72,313.72,62.74
2307,132.06,8,10.0,1056.48,950.83,190.17
2308,130.9,15,15.0,1963.5,1668.97,333.8
2309,188.3,17,25.0,3201.1,2400.83,480.17
2310,368.66,5,0.0,1843.3,1843.3,368.66
2311,237.06,2,5.0,474.12,450.41,90.08
2312,254.69,6,20.0,1528.14,1222.51,244.5
2313,50.9,5,25.0,254.5,190.88,38.18
2314,382.97,20,5.0,7659.4,7276.43,1455.29
2315,257.79,6,25.0,1546.74,1160.06,232.01
2316,182.68,7,25.0,1278.76,959.07,191.81
2317,184.85,2,10.0,369.7,332.73,66.55
2318,43.44,10,0.0,434.4,434.4,86.88
2319,379.19,11,25.0,4171.09,3128.32,625.66
2320,328.04,5,10.0,1640.2,1476.18,295.24
2321,56.78,12,25.0,681.36,511.02,102.2
2322,226.24,4,25.0,904.96,678.72,135.74
2323,313.41,14,25.0,4387.74,3290.81,658.16
2324,311.69,6,5.0,1870.14,1776.63,355.33
2325,299.29,18,5.0,5387.22,5117.86,1023.57
2326,75.09,18,10.0,1351.62,1216.46,243.29
2327,261.82,5,0.0,1309.1,1309.1,261.82
2328,388.94,13,20.0,5056.22,4044.98,809.0
2329,267.46,8,20.0,2139.68,1711.74,342.35
2330,52.96,11,20.0,582.56,466.05,93.21
2331,173.58,9,0.0,1562.22,1562.22,312.44
2332,43.27,15,0.0,649.05,649.05,129.81
2333,109.62,12,10.0,1315.44,1183.9,236.78
2334,469.8,5,10.0,2349.0,2114.1,422.82
2335,480.36,11,25.0,5283.96,3962.97,792.59
2336,419.27,4,15.0,1677.08,1425.52,285.1
2337,206.2,3,15.0,618.6,525.81,105.16
2338,487.81,15,10.0,7317.15,6585.43,1317.09
2339,266.6,17,20.0,4532.2,3625.76,725.15
2340,341.67,5,10.0,1708.35,1537.52,307.5
2341,91.43,17,5.0,1554.31,1476.59,295.32
2342,478.32,13,10.0,6218.16,5596.34,1119.27
2343,326.22,12,15.0,3914.64,3327.44,665.49
2344,464.82,13,5.0,6042.66,5740.53,1148.11
2345,382.72,18,20.0,6888.96,5511.17,1102.23
2346,400.36,16,0.0,6405.76,6405.76,1281.15
2347,359.91,15,25.0,5398.65,4048.99,809.8
2348,189.17,3,10.0,567.51,510.76,102.15
2349,288.14,16,25.0,4610.24,3457.68,691.54
2350,255.65,6,15.0,1533.9,1303.82,260.76
2351,237.67,5,25.0,1188.35,891.26,178.25
2352,360.03,4,5.0,1440.12,1368.11,273.62
2353,82.01,5,0.0,410.05,410.05,82.01
2354,125.64,8,15.0,1005.12,854.35,170.87
2355,128.3,18,20.0,2309.4,1847.52,369.5
2356,145.08,12,15.0,1740.96,1479.82,295.96
2357,40.72,2,15.0,81.44,69.22,13.84
2358,119.12,10,10.0,1191.2,1072.08,214.42
2359,296.64,19,25.0,5636.16,4227.12,845.42
2360,13.25,19,0.0,251.75,251.75,50.35
2361,32.62,16,0.0,521.92,521.92,104.38
2362,18.57,14,0.0,259.98,259.98,52.0
2363,108.77,3,20.0,326.31,261.05,52.21
2364,488.57,12,20.0,5862.84,4690.27,938.05
2365,26.68,20,15.0,533.6,453.56,90.71
2366,479.68,10,15.0,4796.8,4077.28,815.46
2367,225.96,9,25.0,2033.64,1525.23,305.05
2368,493.89,11,20.0,5432.79,4346.23,869.25
2369,65.5,20,25.0,1310.0,982.5,196.5
2370,297.75,13,10.0,3870.75,3483.68,696.74
2371,275.89,12,5.0,3310.68,3145.15,629.03
2372,493.41,1,10.0,493.41,444.07,88.81
2373,52.05,15,20.0,780.75,624.6,124.92
2374,79.96,16,10.0,1279.36,1151.42,230.28
2375,59.47,4,5.0,237.88,225.99,45.2
2376,388.59,8,10.0,3108.72,2797.85,559.57
2377,123.85,7,20.0,866.95,693.56,138.71
2378,90.33,11,20.0,993.63,794.9,158.98
2379,180.75,15,5.0,2711.25,2575.69,515.14
2380,373.18,5,25.0,1865.9,1399.43,279.89
2381,331.89,20,10.0,6637.8,5974.02,1194.8
2382,490.89,5,0.0,2454.45,2454.45,490.89
2383,275.13,10,0.0,2751.3,2751.3,550.26
2384,226.08,11,5.0,2486.88,2362.54,472.51
2385,259.36,11,25.0,2852.96,2139.72,427.94
2386,371.66,15,5.0,5574.9,5296.16,1059.23
2387,202.4,13,0.0,2631.2,2631.2,526.24
2388,34.48,4,10.0,137.92,124.13,24.83
2389,146.48,3,0.0,439.44,439.44,87.89
2390,413.26,4,0.0,1653.04,1653.04,330.61
2391,305.86,12,5.0,3670.32,3486.8,697.36
2392,283.8,2,15.0,567.6,482.46,96.49
2393,79.03,12,20.0,948.36,758.69,151.74
2394,305.52,13,5.0,3971.76,3773.17,754.63
2395,201.62,16,0.0,3225.92,3225.92,645.18
2396,481.27,5,0.0,2406.35,2406.35,481.27
2397,379.41,12,20.0,4552.92,3642.34,728.47
2398,70.81,13,5.0,920.53,874.5,174.9
2399,287.77,13,15.0,3741.01,3179.86,635.97
2400,76.22,3,15.0,228.66,194.36,38.87
2401,438.64,7,10.0,3070.48,2763.43,552.69
2402,304.65,9,15.0,2741.85,2330.57,466.11
2403,165.05,20,5.0,3301.0,3135.95,627.19
2404,142.85,6,25.0,857.1,642.82,128.56
2405,290.99,5,10.0,1454.95,1309.46,261.89
2406,121.02,3,5.0,363.06,344.91,68.98
2407,74.62,18,0.0,1343.16,1343.16,268.63
2408,436.14,1,10.0,436.14,392.53,78.51
2409,129.8,6,10.0,778.8,700.92,140.18
2410,436.44,13,5.0,5673.72,5390.03,1078.01
2411,67.59,18,10.0,1216.62,1094.96,218.99
2412,445.74,15,10.0,6686.1,6017.49,1203.5
2413,230.21,13,25.0,2992.73,2244.55,448.91
2414,92.57,18,0.0,1666.26,1666.26,333.25
2415,125.29,14,10.0,1754.06,1578.65,315.73
2416,316.91,11,0.0,3486.01,3486.01,697.2
2417,470.75,16,5.0,7532.0,7155.4,1431.08
2418,32.22,16,25.0,515.52,386.64,77.33
2419,166.36,7,15.0,1164.52,989.84,197.97
2420,402.42,13,25.0,5231.46,3923.6,784.72
2421,293.21,3,25.0,879.63,659.72,131.94
2422,405.74,4,10.0,1622.96,1460.66,292.13
2423,7.78,18,5.0,140.04,133.04,26.61
2424,368.71,11,0.0,4055.81,4055.81,811.16
2425,246.61,15,5.0,3699.15,3514.19,702.84
2426,311.28,6,25.0,1867.68,1400.76,280.15
2427,224.04,18,5.0,4032.72,3831.08,766.22
2428,461.13,17,0.0,7839.21,7839.21,1567.84
2429,262.61,19,0.0,4989.59,4989.59,997.92
2430,413.12,19,10.0,7849.28,7064.35,1412.87
2431,65.01,16,15.0,1040.16,884.14,176.83
2432,110.37,4,10.0,441.48,397.33,79.47
2433,230.34,2,25.0,460.68,345.51,69.1
2434,308.63,11,15.0,3394.93,2885.69,577.14
2435,475.08,17,5.0,8076.36,7672.54,1534.51
2436,357.69,20,25.0,7153.8,5365.35,1073.07
2437,191.94,13,20.0,2495.22,1996.18,399.24
2438,438.07,8,15.0,3504.56,2978.88,595.78
2439,39.95,7,15.0,279.65,237.7,47.54
2440,152.55,8,10.0,1220.4,1098.36,219.67
2441,418.19,17,0.0,7109.23,7109.23,1421.85
2442,152.17,18,15.0,2739.06,2328.2,465.64
2443,312.41,8,0.0,2499.28,2499.28,499.86
2444,353.57,3,15.0,1060.71,901.6,180.32
2445,373.26,17,5.0,6345.42,6028.15,1205.63
2446,255.96,17,25.0,4351.32,3263.49,652.7
2447,67.14,1,25.0,67.14,50.36,10.07
2448,36.16,3,15.0,108.48,92.21,18.44
2449,98.01,20,0.0,1960.2,1960.2,392.04
2450,52.76,8,0.0,422.08,422.08,84.42
2451,59.85,11,5.0,658.35,625.43,125.09
2452,58.39,12,5.0,700.68,665.65,133.13
2453,283.18,10,25.0,2831.8,2123.85,424.77
2454,229.9,20,25.0,4598.0,3448.5,689.7
2455,70.77,6,5.0,424.62,403.39,80.68
2456,370.07,14,10.0,5180.98,4662.88,932.58
2457,387.08,20,25.0,7741.6,5806.2,1161.24
2458,450.85,1,0.0,450.85,450.85,90.17
2459,490.06,11,0.0,5390.66,5390.66,1078.13
2460,413.94,2,10.0,827.88,745.09,149.02
2461,332.69,18,0.0,5988.42,5988.42,1197.68
2462,314.26,15,0.0,4713.9,4713.9,942.78
2463,88.81,1,0.0,88.81,88.81,17.76
2464,56.46,15,20.0,846.9,677.52,135.5
2465,16.47,11,20.0,181.17,144.94,28.99
2466,98.53,3,5.0,295.59,280.81,56.16
2467,91.54,10,10.0,915.4,823.86,164.77
2468,112.77,17,20.0,1917.09,1533.67,306.73
2469,464.58,14,15.0,6504.12,5528.5,1105.7
2470,427.36,7,0.0,2991.52,2991.52,598.3
2471,440.81,20,5.0,8816.2,8375.39,1675.08
2472,385.68,20,5.0,7713.6,7327.92,1465.58
2473,205.94,13,5.0,2677.22,2543.36,508.67
2474,183.04,20,20.0,3660.8,2928.64,585.73
2475,324.25,5,5.0,1621.25,1540.19,308.04
2476,24.52,9,10.0,220.68,198.61,39.72
2477,314.96,4,20.0,1259.84,1007.87,201.57
2478,55.55,19,5.0,1055.45,1002.68,200.54
2479,312.09,19,20.0,5929.71,4743.77,948.75
2480,147.88,1,10.0,147.88,133.09,26.62
2481,438.46,17,25.0,7453.82,5590.36,1118.07
2482,404.47,4,10.0,1617.88,1456.09,291.22
2483,165.14,18,5.0,2972.52,2823.89,564.78
2484,298.85,5,20.0,1494.25,1195.4,239.08
2485,135.74,16,20.0,2171.84,1737.47,347.49
2486,28.33,15,10.0,424.95,382.45,76.49
2487,362.1,10,15.0,3621.0,3077.85,615.57
2488,446.28,1,0.0,446.28,446.28,89.26
2489,211.12,12,25.0,2533.44,1900.08,380.02
2490,251.28,8,10.0,2010.24,1809.22,361.84
2491,370.48,18,10.0,6668.64,6001.78,1200.36
2492,62.92,18,10.0,1132.56,1019.3,203.86
2493,50.5,15,5.0,757.5,719.62,143.93
2494,281.72,1,20.0,281.72,225.38,45.08
2495,333.65,20,10.0,6673.0,6005.7,1201.14
2496,205.91,9,0.0,1853.19,1853.19,370.64
2497,232.69,2,5.0,465.38,442.11,88.42
2498,87.12,6,15.0,522.72,444.31,88.86
2499,452.18,20,10.0,9043.6,8139.24,1627.85
2500,454.46,2,20.0,908.92,727.14,145.43
2501,206.33,19,0.0,3920.27,3920.27,784.05
2502,137.56,13,5.0,1788.28,1698.87,339.77
2503,373.85,18,25.0,6729.3,5046.98,1009.4
2504,430.17,1,15.0,430.17,365.64,73.13
2505,312.75,5,0.0,1563.75,1563.75,312.75
2506,87.53,9,15.0,787.77,669.6,133.92
2507,89.2,3,20.0,267.6,214.08,42.82
2508,258.41,16,25.0,4134.56,3100.92,620.18
2509,82.98,17,10.0,1410.66,1269.59,253.92
2510,251.34,7,0.0,1759.38,1759.38,351.88
2511,186.85,14,20.0,2615.9,2092.72,418.54
2512,427.16,19,20.0,8116.04,6492.83,1298.57
2513,70.15,16,25.0,1122.4,841.8,168.36
2514,330.59,16,25.0,5289.44,3967.08,793.42
2515,34.76,5,5.0,173.8,165.11,33.02
2516,222.45,20,5.0,4449.0,4226.55,845.31
2517,497.06,15,15.0,7455.9,6337.51,1267.5
2518,449.77,5,5.0,2248.85,2136.41,427.28
2519,95.28,3,15.0,285.84,242.96,48.59
2520,119.39,4,5.0,477.56,453.68,90.74
2521,469.74,18,5.0,8455.32,8032.55,1606.51
2522,151.39,3,15.0,454.17,386.04,77.21
2523,190.71,16,5.0,3051.36,2898.79,579.76
2524,162.87,9,10.0,1465.83,1319.25,263.85
2525,396.65,4,0.0,1586.6,1586.6,317.32
2526,171.83,11,25.0,1890.13,1417.6,283.52
2527,95.85,15,10.0,1437.75,1293.98,258.8
2528,117.63,7,20.0,823.41,658.73,131.75
2529,452.2,8,10.0,3617.6,3255.84,651.17
2530,422.0,15,25.0,6330.0,4747.5,949.5
2531,173.19,1,20.0,173.19,138.55,27.71
2532,488.58,2,25.0,977.16,732.87,146.57
2533,87.98,14,20.0,1231.72,985.38,197.08
2534,359.56,19,25.0,6831.64,5123.73,1024.75
2535,486.58,17,0.0,8271.86,8271.86,1654.37
2536,434.67,1,25.0,434.67,326.0,65.2
2537,292.26,19,25.0,5552.94,4164.7,832.94
2538,184.94,8,0.0,1479.52,1479.52,295.9
2539,328.75,3,10.0,986.25,887.62,177.53
2540,457.03,7,25.0,3199.21,2399.41,479.88
2541,250.12,16,20.0,4001.92,3201.54,640.31
2542,384.29,3,0.0,1152.87,1152.87,230.57
2543,69.27,3,5.0,207.81,197.42,39.48
2544,419.77,8,20.0,3358.16,2686.53,537.31
2545,73.28,15,5.0,1099.2,1044.24,208.85
2546,231.58,19,10.0,4400.02,3960.02,792.0
2547,411.07,12,5.0,4932.84,4686.2,937.24
2548,73.25,14,0.0,1025.5,1025.5,205.1
2549,24.51,8,25.0,196.08,147.06,29.41
2550,192.35,6,20.0,1154.1,923.28,184.66
2551,277.05,7,25.0,1939.35,1454.51,290.9
2552,338.33,18,20.0,6089.94,4871.95,974.39
2553,124.93,15,25.0,1873.95,1405.46,281.09
2554,100.34,3,15.0,301.02,255.87,51.17
2555,332.87,6,10.0,1997.22,1797.5,359.5
2556,259.81,14,5.0,3637.34,3455.47,691.09
2557,490.04,16,20.0,7840.64,6272.51,1254.5
2558,148.46,14,5.0,2078.44,1974.52,394.9
2559,52.46,9,20.0,472.14,377.71,75.54
2560,41.08,2,20.0,82.16,65.73,13.15
2561,248.23,17,5.0,4219.91,4008.91,801.78
2562,422.79,3,25.0,1268.37,951.28,190.26
2563,323.85,10,10.0,3238.5,2914.65,582.93
2564,31.86,3,5.0,95.58,90.8,18.16
2565,361.45,1,5.0,361.45,343.38,68.68
2566,28.25,6,20.0,169.5,135.6,27.12
2567,391.61,8,5.0,3132.88,2976.24,595.25
2568,440.84,2,10.0,881.68,793.51,158.7
2569,460.42,7,0.0,3222.94,3222.94,644.59
2570,79.22,19,20.0,1505.18,1204.14,240.83
2571,237.2,19,15.0,4506.8,3830.78,766.16
2572,204.09,13,5.0,2653.17,2520.51,504.1
2573,40.69,12,10.0,488.28,439.45,87.89
2574,81.51,18,0.0,1467.18,1467.18,293.44
2575,288.4,17,25.0,4902.8,3677.1,735.42
2576,322.73,14,20.0,4518.22,3614.58,722.92
2577,397.18,12,20.0,4766.16,3812.93,762.59
2578,449.21,14,5.0,6288.94,5974.49,1194.9
2579,224.55,14,25.0,3143.7,2357.78,471.56
2580,465.76,5,10.0,2328.8,2095.92,419.18
2581,25.19,7,10.0,176.33,158.7,31.74
2582,263.11,20,15.0,5262.2,4472.87,894.57
2583,456.33,13,5.0,5932.29,5635.68,1127.14
2584,271.78,10,10.0,2717.8,2446.02,489.2
2585,378.77,9,25.0,3408.93,2556.7,511.34
2586,327.78,8,15.0,2622.24,2228.9,445.78
2587,401.42,8,5.0,3211.36,3050.79,610.16
2588,499.7,6,0.0,2998.2,2998.2,599.64
2589,255.91,1,0.0,255.91,255.91,51.18
2590,98.01,15,25.0,1470.15,1102.61,220.52
2591,59.04,11,15.0,649.44,552.02,110.4
2592,220.07,11,5.0,2420.77,2299.73,459.95
2593,131.82,5,5.0,659.1,626.14,125.23
2594,24.87,7,10.0,174.09,156.68,31.34
2595,285.55,8,20.0,2284.4,1827.52,365.5
2596,144.26,8,5.0,1154.08,1096.38,219.28
2597,328.4,19,10.0,6239.6,5615.64,1123.13
2598,252.4,18,20.0,4543.2,3634.56,726.91
2599,295.38,13,10.0,3839.94,3455.95,691.19
2600,467.46,1,25.0,467.46,350.59,70.12
2601,43.26,19,10.0,821.94,739.75,147.95
2602,22.71,2,20.0,45.42,36.34,7.27
2603,143.33,17,0.0,2436.61,2436.61,487.32
2604,448.87,6,20.0,2693.22,2154.58,430.92
2605,348.34,19,15.0,6618.46,5625.69,1125.14
2606,481.49,3,0.0,1444.47,1444.47,288.89
2607,427.89,6,5.0,2567.34,2438.97,487.79
2608,157.0,7,5.0,1099.0,1044.05,208.81
2609,154.79,11,20.0,1702.69,1362.15,272.43
2610,250.8,15,20.0,3762.0,3009.6,601.92
2611,81.01,13,15.0,1053.13,895.16,179.03
2612,376.42,12,20.0,4517.04,3613.63,722.73
2613,215.64,13,0.0,2803.32,2803.32,560.66
2614,170.65,11,25.0,1877.15,1407.86,281.57
2615,91.76,3,15.0,275.28,233.99,46.8
2616,194.81,12,5.0,2337.72,2220.83,444.17
2617,44.84,16,10.0,717.44,645.7,129.14
2618,186.8,17,15.0,3175.6,2699.26,539.85
2619,109.68,8,20.0,877.44,701.95,140.39
2620,252.91,12,25.0,3034.92,2276.19,455.24
2621,182.61,4,20.0,730.44,584.35,116.87
2622,106.39,15,10.0,1595.85,1436.26,287.25
2623,72.01,4,10.0,288.04,259.24,51.85
2624,23.72,18,15.0,426.96,362.92,72.58
2625,404.2,9,5.0,3637.8,3455.91,691.18
2626,27.78,8,15.0,222.24,188.9,37.78
2627,472.67,3,10.0,1418.01,1276.21,255.24
2628,199.56,17,20.0,3392.52,2714.02,542.8
2629,463.16,18,25.0,8336.88,6252.66,1250.53
2630,234.92,3,15.0,704.76,599.05,119.81
2631,305.95,10,20.0,3059.5,2447.6,489.52
2632,381.99,16,25.0,6111.84,4583.88,916.78
2633,151.1,20,25.0,3022.0,2266.5,453.3
2634,82.66,1,20.0,82.66,66.13,13.23
2635,63.0,2,15.0,126.0,107.1,21.42
2636,248.68,3,5.0,746.04,708.74,141.75
2637,278.57,5,0.0,1392.85,1392.85,278.57
2638,65.92,12,25.0,791.04,593.28,118.66
2639,101.72,1,10.0,101.72,91.55,18.31
2640,490.75,9,10.0,4416.75,3975.08,795.02
2641,72.51,1,0.0,72.51,72.51,14.5
2642,200.05,1,5.0,200.05,190.05,38.01
2643,452.49,2,10.0,904.98,814.48,162.9
2644,70.82,18,10.0,1274.76,1147.28,229.46
2645,466.14,8,0.0,3729.12,3729.12,745.82
2646,451.17,12,15.0,5414.04,4601.93,920.39
2647,226.48,1,15.0,226.48,192.51,38.5
2648,247.95,4,0.0,991.8,991.8,198.36
2649,167.7,19,10.0,3186.3,2867.67,573.53
2650,307.3,5,0.0,1536.5,1536.5,307.3
2651,350.71,3,0.0,1052.13,1052.13,210.43
2652,467.35,20,20.0,9347.0,7477.6,1495.52
2653,377.85,18,5.0,6801.3,6461.23,1292.25
2654,357.08,3,15.0,1071.24,910.55,182.11
2655,127.42,5,0.0,637.1,637.1,127.42
2656,316.77,5,0.0,1583.85,1583.85,316.77
2657,237.01,16,25.0,3792.16,2844.12,568.82
2658,458.69,19,5.0,8715.11,8279.35,1655.87
2659,154.94,3,10.0,464.82,418.34,83.67
2660,384.8,14,25.0,5387.2,4040.4,808.08
2661,72.92,8,25.0,583.36,437.52,87.5
2662,320.1,2,15.0,640.2,544.17,108.83
2663,287.13,11,10.0,3158.43,2842.59,568.52
2664,427.81,19,10.0,8128.39,7315.55,1463.11
2665,319.22,1,25.0,319.22,239.42,47.88
2666,161.77,12,0.0,1941.24,1941.24,388.25
2667,265.12,6,15.0,1590.72,1352.11,270.42
2668,256.59,20,15.0,5131.8,4362.03,872.41
2669,70.4,6,5.0,422.4,401.28,80.26
2670,158.44,15,10.0,2376.6,2138.94,427.79
2671,327.15,20,0.0,6543.0,6543.0,1308.6
2672,305.6,8,20.0,2444.8,1955.84,391.17
2673,381.07,9,25.0,3429.63,2572.22,514.44
2674,243.11,5,10.0,1215.55,1094.0,218.8
2675,455.06,18,15.0,8191.08,6962.42,1392.48
2676,329.06,7,15.0,2303.42,1957.91,391.58
2677,416.34,11,20.0,4579.74,3663.79,732.76
2678,406.62,12,25.0,4879.44,3659.58,731.92
2679,33.36,15,5.0,500.4,475.38,95.08
2680,431.73,12,10.0,5180.76,4662.68,932.54
2681,87.09,2,5.0,174.18,165.47,33.09
2682,357.33,5,20.0,1786.65,1429.32,285.86
2683,77.36,2,20.0,154.72,123.78,24.76
2684,253.71,4,0.0,1014.84,1014.84,202.97
2685,440.34,15,5.0,6605.1,6274.84,1254.97
2686,128.39,6,0.0,770.34,770.34,154.07
2687,137.53,13,15.0,1787.89,1519.71,303.94
2688,245.96,18,0.0,4427.28,4427.28,885.46
2689,410.88,2,10.0,821.76,739.58,147.92
2690,415.71,10,5.0,4157.1,3949.24,789.85
2691,253.93,4,5.0,1015.72,964.93,192.99
2692,487.66,9,25.0,4388.94,3291.71,658.34
2693,159.72,8,10.0,1277.76,1149.98,230.0
2694,159.74,15,20.0,2396.1,1916.88,383.38
2695,286.54,20,0.0,5730.8,5730.8,1146.16
2696,221.19,9,15.0,1990.71,1692.1,338.42
2697,177.05,10,25.0,1770.5,1327.88,265.57
2698,30.34,12,5.0,364.08,345.88,69.18
2699,426.28,8,5.0,3410.24,3239.73,647.95
2700,484.5,13,25.0,6298.5,4723.88,944.78
2701,302.56,12,15.0,3630.72,3086.11,617.22
2702,347.04,10,0.0,3470.4,3470.4,694.08
2703,370.37,1,20.0,370.37,296.3,59.26
2704,60.37,14,10.0,845.18,760.66,152.13
2705,298.48,2,0.0,596.96,596.96,119.39
2706,106.46,14,25.0,1490.44,1117.83,223.57
2707,460.28,13,15.0,5983.64,5086.09,1017.22
2708,28.75,18,15.0,517.5,439.88,87.98
2709,274.6,19,25.0,5217.4,3913.05,782.61
2710,84.47,19,15.0,1604.93,1364.19,272.84
2711,283.09,12,0.0,3397.08,3397.08,679.42
2712,264.89,20,10.0,5297.8,4768.02,953.6
2713,276.39,11,0.0,3040.29,3040.29,608.06
2714,291.48,12,0.0,3497.76,3497.76,699.55
2715,123.28,11,20.0,1356.08,1084.86,216.97
2716,171.81,13,0.0,2233.53,2233.53,446.71
2717,427.47,1,0.0,427.47,427.47,85.49
2718,157.47,3,10.0,472.41,425.17,85.03
2719,77.57,12,15.0,930.84,791.21,158.24
2720,140.8,7,0.0,985.6,985.6,197.12
2721,34.68,4,0.0,138.72,138.72,27.74
2722,100.1,5,5.0,500.5,475.47,95.09
2723,422.43,11,25.0,4646.73,3485.05,697.01
2724,194.74,17,0.0,3310.58,3310.58,662.12
2725,70.12,6,0.0,420.72,420.72,84.14
2726,104.08,5,15.0,520.4,442.34,88.47
2727,65.25,19,10.0,1239.75,1115.78,223.16
2728,251.06,9,10.0,2259.54,2033.59,406.72
2729,287.06,1,15.0,287.06,244.0,48.8
2730,142.75,20,25.0,2855.0,2141.25,428.25
2731,90.32,18,5.0,1625.76,1544.47,308.89
2732,464.3,16,0.0,7428.8,7428.8,1485.76
2733,388.99,7,10.0,2722.93,2450.64,490.13
2734,443.26,15,5.0,6648.9,6316.45,1263.29
2735,88.22,9,10.0,793.98,714.58,142.92
2736,235.45,20,20.0,4709.0,3767.2,753.44
2737,412.01,17,25.0,7004.17,5253.13,1050.63
2738,336.02,15,0.0,5040.3,5040.3,1008.06
2739,395.37,2,20.0,790.74,632.59,126.52
2740,239.82,18,15.0,4316.76,3669.25,733.85
2741,384.81,9,15.0,3463.29,2943.8,588.76
2742,383.33,4,20.0,1533.32,1226.66,245.33
