ID,Prix,Quantite,Remise
1452,172.57,5,20
1453,104.24,1,20
1454,113.17,4,5
1455,319.62,19,5
1456,245.54,18,5
1457,453.84,11,0
1458,214.32,6,15
1459,114.59,5,5
1460,288.47,14,5
1461,56.51,8,0
1462,193.04,2,5
1463,410.1,19,10
1464,477.3,14,15
1465,378.82,6,0
1466,26.17,10,0
1467,97.98,18,5
1468,217.45,2,20
1469,442.74,20,20
1470,440.67,18,5
1471,401.36,3,15
1472,58.95,14,15
1473,16.74,9,20
1474,243.67,14,0
1475,201.63,7,25
1476,162.01,11,0
1477,5.03,12,10
1478,186.6,20,0
1479,454.41,19,15
1480,131.94,2,15
1481,347.3,7,5
1482,483.69,13,15
1483,140.57,1,20
1484,365.5,1,10
1485,163.72,10,15
1486,116.52,19,25
1487,364.97,6,0
1488,100.37,14,25
1489,159.38,18,20
1490,95.43,8,5
1491,83.21,5,15
1492,120.22,15,20
1493,379.17,5,5
1494,442.15,12,10
1495,53.47,3,10
1496,315.41,1,0
1497,270.07,17,15
1498,216.34,9,0
1499,41.36,1,25
1500,354.63,19,10
1501,74.87,9,0
1502,198.66,6,0
1503,75.12,10,20
1504,169.77,11,20
1505,249.56,20,5
1506,95.35,1,10
1507,232.81,17,5
1508,377.35,10,20
1509,164.96,18,10
1510,74.93,10,0
1511,376.64,17,20
1512,488.64,6,25
1513,425.21,17,5
1514,498.27,5,10
1515,416.6,12,15
1516,417.53,13,20
1517,353.12,5,25
1518,70.94,16,25
1519,277.37,7,15
1520,292.02,17,10
1521,302.41,10,25
1522,431.21,17,25
1523,191.76,12,10
1524,310.39,19,0
1525,306.88,1,0
1526,457.73,14,25
1527,19.24,11,15
1528,393.9,3,20
1529,252.82,10,5
1530,46.25,13,10
1531,397.96,7,25
1532,56.25,8,20
1533,320.18,19,0
1534,16.01,4,5
1535,71.35,19,25
1536,19.09,15,20
1537,281.25,4,20
1538,45.93,9,20
1539,229.44,2,15
1540,405.61,9,10
1541,494.68,12,5
1542,275.98,5,15
1543,436.5,19,10
1544,175.43,2,0
1545,247.88,17,5
1546,477.05,11,25
1547,312.85,19,10
1548,303.16,20,15
1549,303.87,11,25
1550,122.77,12,20
1551,274.09,3,5
1552,15.44,4,15
1553,91.26,2,0
1554,223.13,10,15
1555,475.3,13,15
1556,229.41,1,5
1557,212.94,13,15
1558,218.75,12,10
1559,287.01,18,5
1560,385.97,6,0
1561,10.04,11,15
1562,115.59,17,20
1563,32.94,14,10
1564,106.55,15,10
1565,9.34,14,20
1566,497.77,14,10
1567,46.02,4,10
1568,35.44,17,20
1569,142.09,12,10
1570,10.74,6,20
1571,406.66,8,0
1572,233.66,16,20
1573,109.48,16,10
1574,422.74,16,10
1575,212.17,4,0
1576,363.33,12,15
1577,385.65,17,5
1578,476.18,1,20
1579,108.19,15,5
1580,135.46,12,15
1581,34.02,7,25
1582,467.64,18,0
1583,134.54,10,15
1584,393.5,16,0
1585,170.39,17,5
1586,53.22,2,0
1587,435.44,7,5
1588,193.26,8,25
1589,285.02,14,20
1590,325.59,8,10
1591,123.08,14,15
1592,405.08,17,10
1593,275.45,16,20
1594,384.18,15,20
1595,486.36,20,10
1596,232.95,20,10
1597,468.19,17,15
1598,301.26,3,5
1599,71.52,1,15
1600,395.0,7,25
1601,333.01,16,20
1602,491.68,10,5
1603,160.29,14,20
1604,231.36,3,25
1605,178.16,12,5
1606,332.51,7,25
1607,301.16,14,10
1608,167.91,19,15
1609,118.85,19,15
1610,447.16,18,20
1611,27.34,15,25
1612,96.48,13,20
1613,135.06,5,15
1614,440.66,9,5
1615,411.42,5,25
1616,308.45,18,10
1617,468.05,12,25
1618,331.51,19,5
1619,124.86,20,25
1620,292.14,3,10
1621,81.8,8,5
1622,433.07,20,10
1623,266.78,20,15
1624,64.74,7,10
1625,22.12,6,20
1626,414.45,14,15
1627,36.67,20,0
1628,401.1,19,10
1629,31.11,10,10
1630,79.18,20,25
1631,51.13,18,20
1632,428.92,2,10
1633,96.85,3,10
1634,379.78,9,0
1635,452.63,9,15
1636,218.82,15,10
1637,18.23,3,25
1638,67.51,1,20
1639,178.02,6,20
1640,216.63,3,25
1641,260.9,18,20
1642,185.68,13,5
1643,431.35,20,15
1644,421.69,14,5
1645,436.06,14,10
1646,69.32,12,20
1647,130.27,20,20
1648,204.33,7,25
1649,340.53,15,25
1650,353.8,3,15
1651,444.19,8,10
1652,455.28,20,0
1653,230.75,4,0
1654,307.65,11,0
1655,165.42,4,20
1656,353.9,19,15
1657,42.33,18,25
1658,400.48,2,10
1659,397.42,15,5
1660,441.83,3,15
1661,120.27,2,5
1662,134.27,12,20
1663,138.14,6,5
1664,230.13,15,10
1665,247.64,13,5
1666,234.43,18,10
1667,306.52,13,15
1668,35.69,6,10
1669,252.66,14,25
1670,369.54,19,0
1671,390.01,5,10
1672,46.75,19,15
1673,200.87,12,25
1674,364.87,13,25
1675,238.56,19,10
1676,196.29,17,5
1677,177.14,6,20
1678,323.5,8,0
1679,42.24,14,20
1680,342.54,18,20
1681,66.79,9,5
1682,16.6,4,5
1683,80.41,12,10
1684,88.21,4,5
1685,168.89,7,5
1686,422.1,20,0
1687,199.05,8,0
1688,335.28,6,10
1689,88.76,13,25
1690,401.98,17,25
1691,303.43,11,5
1692,179.09,6,5
1693,167.65,8,15
1694,224.84,9,25
1695,482.41,2,15
1696,155.41,6,0
1697,232.84,3,25
1698,136.01,7,25
1699,173.13,8,25
1700,338.84,8,5
1701,251.97,7,15
1702,377.37,10,15
1703,219.44,3,25
1704,92.34,19,15
1705,340.3,10,20
1706,315.36,13,25
1707,76.23,13,20
1708,200.12,11,20
1709,483.52,12,20
1710,212.63,11,25
1711,344.53,6,10
1712,379.35,6,15
1713,486.25,16,0
1714,23.54,11,0
1715,131.55,14,15
1716,314.22,8,10
1717,252.38,10,0
1718,486.96,6,0
1719,20.2,11,15
1720,265.33,3,20
1721,279.31,5,10
1722,423.12,9,10
1723,12.9,20,5
1724,266.3,7,0
1725,178.47,11,5
1726,317.84,6,5
1727,81.98,19,25
1728,421.73,12,10
1729,145.71,6,10
1730,166.33,14,15
1731,114.68,2,20
1732,269.85,3,5
1733,342.59,1,10
1734,458.93,12,15
1735,445.15,20,10
1736,86.09,16,10
1737,332.04,20,10
1738,196.77,8,20
1739,259.36,2,20
1740,152.75,4,5
1741,128.01,12,0
1742,62.39,6,0
1743,280.22,13,0
1744,199.15,4,5
1745,492.37,1,20
1746,59.89,15,5
1747,77.39,1,20
1748,126.69,16,25
1749,31.94,4,20
1750,388.56,5,10
1751,185.47,14,25
1752,490.07,17,15
1753,368.65,3,15
1754,35.52,20,25
1755,414.72,16,0
1756,80.0,2,15
1757,283.98,20,0
1758,147.77,13,0
1759,128.23,3,25
1760,475.78,18,5
1761,166.18,1,10
1762,461.33,11,15
1763,39.7,20,20
1764,477.09,5,15
1765,498.76,3,0
1766,340.95,12,10
1767,496.79,5,10
1768,5.66,12,0
1769,419.0,8,0
1770,257.78,4,5
1771,473.8,11,15
1772,449.56,13,5
1773,162.35,15,0
1774,393.23,6,15
1775,306.11,3,20
1776,332.08,11,15
1777,102.64,16,5
1778,67.16,16,5
1779,485.64,19,25
1780,269.9,12,0
1781,355.21,9,15
1782,84.29,10,15
1783,467.87,20,25
1784,308.86,5,5
1785,246.02,12,10
1786,177.76,6,20
1787,251.63,13,0
1788,238.99,2,10
1789,443.32,11,20
1790,82.33,5,10
1791,106.77,2,15
1792,222.49,1,15
1793,367.35,15,0
1794,129.95,3,25
1795,318.93,20,0
1796,37.62,17,10
1797,431.93,18,20
1798,107.87,13,0
1799,336.88,1,25
1800,233.79,12,10
1801,321.41,8,5
1802,331.96,19,5
1803,372.71,4,25
1804,369.12,3,10
1805,195.28,20,0
1806,163.12,4,20
1807,453.93,13,0
1808,80.17,18,5
1809,183.77,17,0
1810,214.05,8,15
1811,85.18,3,15
1812,304.15,16,0
1813,11.04,2,0
1814,90.9,20,15
1815,485.24,8,10
1816,273.84,3,20
1817,236.75,4,25
1818,241.23,6,10
1819,390.38,4,25
1820,269.69,20,15
1821,21.49,6,25
1822,48.69,17,25
1823,95.94,10,0
1824,234.59,6,15
1825,497.95,6,5
1826,280.67,19,10
1827,48.64,2,20
1828,357.17,17,5
1829,414.91,2,10
1830,320.19,16,15
1831,22.43,12,20
1832,282.98,11,5
1833,98.9,17,5
1834,72.86,7,5
1835,70.63,1,15
1836,250.07,1,20
1837,230.72,7,0
1838,250.79,3,5
1839,163.49,7,15
1840,165.22,14,25
1841,495.98,13,0
1842,206.62,13,10
1843,282.82,8,10
1844,5.04,14,10
1845,19.22,3,10
1846,264.52,5,25
1847,320.57,2,20
1848,259.99,9,25
1849,456.97,2,10
1850,386.84,11,25
1851,100.36,20,20
1852,284.29,5,10
1853,143.44,8,25
1854,206.45,2,5
1855,86.16,10,25
1856,122.05,13,15
1857,159.63,20,20
1858,41.51,5,20
1859,200.49,13,25
1860,285.0,1,25
1861,486.94,15,0
1862,250.85,13,15
1863,492.93,11,10
1864,20.77,12,5
1865,457.55,19,15
1866,54.02,6,0
1867,277.46,13,0
1868,375.19,18,0
1869,406.3,5,20
1870,91.8,6,5
1871,275.76,18,20
1872,83.06,8,25
1873,253.09,6,15
1874,410.87,4,5
1875,303.48,4,5
1876,51.69,20,15
1877,124.33,5,0
1878,329.47,14,0
1879,236.71,17,10
1880,138.61,20,20
1881,359.67,1,0
1882,94.21,20,15
1883,285.17,18,10
1884,41.28,15,20
1885,388.63,15,10
1886,194.63,18,20
1887,226.26,9,25
1888,439.23,5,15
1889,169.39,12,0
1890,140.35,2,0
1891,498.69,17,5
1892,434.6,7,5
1893,457.78,5,0
1894,173.43,11,20
1895,249.71,12,0
1896,434.53,11,15
1897,237.71,9,0
1898,66.11,17,5
1899,80.88,20,15
1900,74.79,14,5
1901,358.38,3,0
1902,321.88,1,25
1903,461.85,9,5
1904,414.82,16,0
1905,172.22,1,10
1906,103.65,5,20
1907,230.32,19,15
1908,240.68,4,0
1909,422.89,2,15
1910,194.72,12,10
1911,348.28,13,25
1912,167.94,10,20
1913,16.47,6,15
1914,343.27,10,25
1915,88.12,20,15
1916,490.18,14,0
1917,303.3,15,0
1918,471.57,16,5
1919,446.08,13,5
1920,361.99,10,10
1921,295.52,15,20
1922,340.04,16,0
1923,192.21,6,15
1924,210.52,16,15
1925,374.65,10,25
1926,123.63,8,15
1927,441.04,14,20
1928,397.79,17,5
1929,342.96,7,15
1930,396.75,6,20
1931,389.42,13,25
1932,426.47,16,15
1933,309.22,15,25
1934,167.28,7,10
1935,28.96,7,5
1936,149.02,12,10
1937,239.54,13,0
1938,452.08,20,25
1939,319.66,11,20
1940,158.47,8,5
1941,471.29,18,0
1942,101.08,1,25
1943,240.7,17,10
1944,88.82,2,20
1945,185.33,15,0
1946,165.03,20,25
1947,129.47,16,10
1948,342.26,4,10
1949,187.64,19,10
1950,233.01,2,10
1951,183.15,6,5
1952,190.18,2,10
1953,147.95,9,5
1954,439.3,6,25
1955,304.19,11,25
1956,204.1,11,20
1957,454.87,1,5
1958,59.38,19,5
1959,90.99,14,10
1960,225.08,9,0
1961,138.88,20,20
1962,171.96,20,25
1963,376.79,6,10
1964,15.57,16,0
1965,416.94,6,10
1966,122.67,14,15
1967,255.65,3,25
1968,75.94,19,20
1969,398.19,8,20
1970,156.69,20,0
1971,343.39,2,20
1972,348.22,9,10
1973,391.5,17,5
1974,73.29,18,25
1975,19.27,8,10
1976,395.84,6,25
1977,202.05,4,10
1978,360.06,1,25
1979,98.6,13,25
1980,79.03,2,10
1981,363.89,15,25
1982,447.05,14,25
1983,353.98,14,0
1984,485.76,2,15
1985,434.27,11,20
1986,361.92,4,20
1987,35.55,3,10
1988,153.71,19,5
1989,473.7,15,25
1990,82.01,2,5
1991,483.27,20,5
1992,305.24,6,10
1993,182.75,6,20
1994,217.17,1,10
1995,217.36,9,10
1996,326.7,20,10
1997,102.44,1,20
1998,96.47,20,0
1999,161.68,8,15
2000,254.73,6,20
2001,41.03,16,10
2002,269.17,20,25
2003,496.97,9,20
2004,313.17,3,15
2005,174.24,4,20
2006,197.39,17,25
2007,372.45,5,5
2008,162.27,1,5
2009,164.9,8,20
2010,234.0,3,10
2011,233.96,9,20
2012,80.65,13,20
2013,221.04,13,0
2014,25.15,7,25
2015,444.45,20,5
2016,197.56,4,0
2017,450.31,4,15
2018,211.2,17,15
2019,12.3,19,5
2020,138.61,12,10
2021,489.49,9,10
2022,481.59,5,5
2023,443.13,10,10
2024,164.14,4,0
2025,81.37,4,5
2026,114.6,13,0
2027,29.35,18,25
2028,151.52,6,15
2029,388.84,19,25
2030,162.49,3,5
2031,474.71,15,15
2032,62.54,16,0
2033,114.75,5,20
2034,348.61,4,25
2035,90.71,19,20
2036,166.16,19,0
2037,110.07,19,25
2038,35.57,10,20
2039,56.96,19,5
2040,390.32,11,10
2041,14.56,5,10
2042,68.65,9,0
2043,346.62,14,10
2044,405.91,16,5
2045,169.28,5,25
2046,414.22,11,20
2047,488.57,20,5
2048,353.28,9,10
2049,411.27,4,15
2050,140.35,12,0
2051,295.3,19,0
2052,46.94,6,10
2053,359.79,9,20
2054,218.86,18,20
2055,275.72,11,0
2056,303.77,10,25
2057,475.32,17,0
2058,142.92,6,10
2059,367.35,17,15
2060,316.07,6,20
2061,249.77,10,15
2062,395.7,13,10
2063,191.03,12,5
2064,219.42,19,0
2065,156.7,8,25
2066,70.31,17,10
2067,130.79,3,10
2068,417.78,16,25
2069,421.55,11,10
2070,385.44,18,5
2071,208.7,12,5
2072,475.65,5,10
2073,254.13,1,25
2074,16.72,1,20
2075,122.81,2,10
2076,60.63,2,15
2077,313.05,4,5
2078,24.91,2,5
2079,56.07,14,5
2080,325.84,20,10
2081,98.92,5,0
2082,380.1,8,5
2083,106.54,12,15
2084,105.57,19,0
2085,18.66,3,5
2086,382.74,1,5
2087,257.27,5,10
2088,428.79,11,5
2089,218.16,10,15
2090,58.65,4,25
2091,73.15,2,20
2092,131.4,4,0
2093,127.06,9,0
2094,180.7,18,0
2095,451.54,19,20
2096,477.41,12,20
2097,239.55,6,10
2098,434.29,1,5
2099,77.69,15,20
2100,232.23,12,20
2101,300.19,20,15
2102,401.23,13,10
2103,139.29,11,10
2104,375.32,9,20
2105,394.46,17,20
2106,260.85,6,0
2107,107.16,18,10
2108,162.06,14,15
2109,158.65,17,0
2110,81.82,20,25
2111,114.85,16,0
2112,106.29,13,0
2113,300.25,15,5
2114,128.3,6,5
2115,161.38,5,0
2116,75.12,17,5
2117,292.28,4,10
2118,199.83,9,5
2119,398.55,11,15
2120,375.36,6,15
2121,328.4,16,10
2122,272.28,7,10
2123,105.19,6,20
2124,217.01,8,10
2125,261.24,14,20
2126,380.67,12,20
2127,391.35,1,5
2128,129.86,1,20
2129,472.89,14,20
2130,457.83,15,25
2131,163.51,6,15
2132,204.66,20,20
2133,459.09,8,5
2134,179.0,16,10
2135,219.02,1,25
2136,405.05,15,25
2137,168.61,2,15
2138,384.96,1,0
2139,50.6,16,5
2140,233.13,15,20
2141,71.62,16,10
2142,251.31,8,0
2143,178.82,19,20
2144,207.87,7,5
2145,39.53,12,0
2146,9.1,9,20
2147,24.3,13,10
2148,428.53,12,5
2149,424.35,16,0
2150,385.91,1,20
2151,363.47,18,5
2152,291.06,16,20
2153,39.95,10,10
2154,342.72,17,10
2155,434.86,5,0
2156,454.79,17,0
2157,428.48,1,20
2158,201.19,3,25
2159,146.6,1,5
2160,240.66,14,10
2161,154.89,2,5
2162,51.34,13,0
2163,185.22,12,15
2164,468.48,8,5
2165,88.72,16,10
2166,37.77,3,10
2167,231.83,19,15
2168,425.19,9,0
2169,375.98,19,10
2170,226.75,15,25
2171,272.7,14,20
2172,461.7,1,15
2173,163.48,15,20
2174,437.54,6,0
2175,102.08,3,20
2176,64.0,12,5
2177,477.69,9,5
2178,312.89,2,25
2179,191.22,7,25
2180,335.4,19,5
2181,398.6,13,10
2182,146.92,16,15
2183,266.42,3,10
2184,7.04,14,15
2185,27.01,14,10
2186,339.13,13,20
2187,266.34,18,10
2188,411.6,20,5
2189,140.84,5,5
2190,455.55,15,5
2191,166.13,15,25
2192,209.83,19,0
2193,323.15,17,15
2194,322.81,8,20
2195,22.42,19,0
2196,416.22,5,15
2197,220.04,14,10
2198,154.44,4,25
2199,316.61,2,25
2200,292.2,1,10
2201,221.54,14,10
2202,60.68,19,25
2203,269.19,10,5
2204,272.64,15,25
2205,173.32,2,10
2206,53.12,18,10
2207,126.84,11,15
2208,222.25,17,5
2209,339.32,18,20
2210,368.88,11,20
2211,138.5,5,0
2212,431.18,14,15
2213,215.89,13,20
2214,129.21,14,10
2215,390.4,4,25
2216,331.12,14,10
2217,123.45,20,0
2218,19.78,11,25
2219,213.51,14,10
2220,145.67,5,25
2221,397.22,4,5
2222,389.74,14,0
2223,221.2,3,15
2224,160.84,12,0
2225,85.71,5,25
2226,251.0,12,0
2227,218.75,8,5
2228,468.14,7,5
2229,106.11,19,0
2230,196.45,10,5
2231,278.91,13,0
2232,189.45,9,0
2233,341.24,15,25
2234,352.82,8,0
2235,16.15,13,15
2236,442.68,16,20
2237,95.11,19,0
2238,23.24,7,15
2239,350.12,19,0
2240,187.08,7,15
2241,386.1,13,5
2242,347.96,5,0
2243,303.66,20,0
2244,220.27,8,15
2245,112.08,15,10
2246,11.85,9,25
2247,324.75,9,5
2248,224.61,18,5
2249,90.33,13,25
2250,87.08,12,20
2251,127.46,11,5
2252,490.65,14,5
2253,126.39,14,0
2254,386.43,3,5
2255,299.23,17,10
2256,478.63,12,10
2257,443.46,4,5
2258,385.32,2,10
2259,152.81,9,15
2260,289.71,4,20
2261,211.77,10,20
2262,199.79,12,10
2263,151.51,6,0
2264,232.53,14,5
2265,487.39,13,5
2266,7.51,11,10
2267,270.17,14,25
2268,7.15,9,5
2269,247.99,10,15
2270,255.41,12,5
2271,36.27,17,0
2272,279.26,7,15
2273,296.91,1,15
2274,22.59,10,0
2275,292.72,4,20
2276,284.3,3,20
2277,263.72,16,25
2278,43.06,6,20
2279,82.85,2,0
2280,416.28,8,0
2281,139.92,15,15
2282,197.43,3,20
2283,169.26,9,5
2284,396.4,8,10
2285,373.05,12,5
2286,445.94,9,5
2287,279.29,4,15
2288,178.85,14,0
2289,148.2,1,5
2290,338.34,14,10
2291,249.27,16,20
2292,133.28,7,20
2293,264.53,9,5
2294,361.38,5,10
2295,444.86,7,20
2296,74.15,4,5
2297,138.52,12,15
2298,98.29,15,25
2299,452.91,13,20
2300,442.19,18,10
2301,140.37,1,10
2302,438.65,7,25
2303,218.3,7,0
2304,275.31,20,25
2305,390.2,9,5
2306,156.86,2,0
2307,132.06,8,10
2308,130.9,15,15
2309,188.3,17,25
2310,368.66,5,0
2311,237.06,2,5
2312,254.69,6,20
2313,50.9,5,25
2314,382.97,20,5
2315,257.79,6,25
2316,182.68,7,25
2317,184.85,2,10
2318,43.44,10,0
2319,379.19,11,25
2320,328.04,5,10
2321,56.78,12,25
2322,226.24,4,25
2323,313.41,14,25
2324,311.69,6,5
2325,299.29,18,5
2326,75.09,18,10
2327,261.82,5,0
2328,388.94,13,20
2329,267.46,8,20
2330,52.96,11,20
2331,173.58,9,0
2332,43.27,15,0
2333,109.62,12,10
2334,469.8,5,10
2335,480.36,11,25
2336,419.27,4,15
2337,206.2,3,15
2338,487.81,15,10
2339,266.6,17,20
2340,341.67,5,10
2341,91.43,17,5
2342,478.32,13,10
2343,326.22,12,15
2344,464.82,13,5
2345,382.72,18,20
2346,400.36,16,0
2347,359.91,15,25
2348,189.17,3,10
2349,288.14,16,25
2350,255.65,6,15
2351,237.67,5,25
2352,360.03,4,5
2353,82.01,5,0
2354,125.64,8,15
2355,128.3,18,20
2356,145.08,12,15
2357,40.72,2,15
2358,119.12,10,10
2359,296.64,19,25
2360,13.25,19,0
2361,32.62,16,0
2362,18.57,14,0
2363,108.77,3,20
2364,488.57,12,20
2365,26.68,20,15
2366,479.68,10,15
2367,225.96,9,25
2368,493.89,11,20
2369,65.5,20,25
2370,297.75,13,10
2371,275.89,12,5
2372,493.41,1,10
2373,52.05,15,20
2374,79.96,16,10
2375,59.47,4,5
2376,388.59,8,10
2377,123.85,7,20
2378,90.33,11,20
2379,180.75,15,5
2380,373.18,5,25
2381,331.89,20,10
2382,490.89,5,0
2383,275.13,10,0
2384,226.08,11,5
2385,259.36,11,25
2386,371.66,15,5
2387,202.4,13,0
2388,34.48,4,10
2389,146.48,3,0
2390,413.26,4,0
2391,305.86,12,5
2392,283.8,2,15
2393,79.03,12,20
2394,305.52,13,5
2395,201.62,16,0
2396,481.27,5,0
2397,379.41,12,20
2398,70.81,13,5
2399,287.77,13,15
2400,76.22,3,15
2401,438.64,7,10
2402,304.65,9,15
2403,165.05,20,5
2404,142.85,6,25
2405,290.99,5,10
2406,121.02,3,5
2407,74.62,18,0
2408,436.14,1,10
2409,129.8,6,10
2410,436.44,13,5
2411,67.59,18,10
2412,445.74,15,10
2413,230.21,13,25
2414,92.57,18,0
2415,125.29,14,10
2416,316.91,11,0
2417,470.75,16,5
2418,32.22,16,25
2419,166.36,7,15
2420,402.42,13,25
2421,293.21,3,25
2422,405.74,4,10
2423,7.78,18,5
2424,368.71,11,0
2425,246.61,15,5
2426,311.28,6,25
2427,224.04,18,5
2428,461.13,17,0
2429,262.61,19,0
2430,413.12,19,10
2431,65.01,16,15
2432,110.37,4,10
2433,230.34,2,25
2434,308.63,11,15
2435,475.08,17,5
2436,357.69,20,25
2437,191.94,13,20
2438,438.07,8,15
2439,39.95,7,15
2440,152.55,8,10
2441,418.19,17,0
2442,152.17,18,15
2443,312.41,8,0
2444,353.57,3,15
2445,373.26,17,5
2446,255.96,17,25
2447,67.14,1,25
2448,36.16,3,15
2449,98.01,20,0
2450,52.76,8,0
2451,59.85,11,5
2452,58.39,12,5
2453,283.18,10,25
2454,229.9,20,25
2455,70.77,6,5
2456,370.07,14,10
2457,387.08,20,25
2458,450.85,1,0
2459,490.06,11,0
2460,413.94,2,10
2461,332.69,18,0
2462,314.26,15,0
2463,88.81,1,0
2464,56.46,15,20
2465,16.47,11,20
2466,98.53,3,5
2467,91.54,10,10
2468,112.77,17,20
2469,464.58,14,15
2470,427.36,7,0
2471,440.81,20,5
2472,385.68,20,5
2473,205.94,13,5
2474,183.04,20,20
2475,324.25,5,5
2476,24.52,9,10
2477,314.96,4,20
2478,55.55,19,5
2479,312.09,19,20
2480,147.88,1,10
2481,438.46,17,25
2482,404.47,4,10
2483,165.14,18,5
2484,298.85,5,20
2485,135.74,16,20
2486,28.33,15,10
2487,362.1,10,15
2488,446.28,1,0
2489,211.12,12,25
2490,251.28,8,10
2491,370.48,18,10
2492,62.92,18,10
2493,50.5,15,5
2494,281.72,1,20
2495,333.65,20,10
2496,205.91,9,0
2497,232.69,2,5
2498,87.12,6,15
2499,452.18,20,10
2500,454.46,2,20
2501,206.33,19,0
2502,137.56,13,5
2503,373.85,18,25
2504,430.17,1,15
2505,312.75,5,0
2506,87.53,9,15
2507,89.2,3,20
2508,258.41,16,25
2509,82.98,17,10
2510,251.34,7,0
2511,186.85,14,20
2512,427.16,19,20
2513,70.15,16,25
2514,330.59,16,25
2515,34.76,5,5
2516,222.45,20,5
2517,497.06,15,15
2518,449.77,5,5
2519,95.28,3,15
2520,119.39,4,5
2521,469.74,18,5
2522,151.39,3,15
2523,190.71,16,5
2524,162.87,9,10
2525,396.65,4,0
2526,171.83,11,25
2527,95.85,15,10
2528,117.63,7,20
2529,452.2,8,10
2530,422.0,15,25
2531,173.19,1,20
2532,488.58,2,25
2533,87.98,14,20
2534,359.56,19,25
2535,486.58,17,0
2536,434.67,1,25
2537,292.26,19,25
2538,184.94,8,0
2539,328.75,3,10
2540,457.03,7,25
2541,250.12,16,20
2542,384.29,3,0
2543,69.27,3,5
2544,419.77,8,20
2545,73.28,15,5
2546,231.58,19,10
2547,411.07,12,5
2548,73.25,14,0
2549,24.51,8,25
2550,192.35,6,20
2551,277.05,7,25
2552,338.33,18,20
2553,124.93,15,25
2554,100.34,3,15
2555,332.87,6,10
2556,259.81,14,5
2557,490.04,16,20
2558,148.46,14,5
2559,52.46,9,20
2560,41.08,2,20
2561,248.23,17,5
2562,422.79,3,25
2563,323.85,10,10
2564,31.86,3,5
2565,361.45,1,5
2566,28.25,6,20
2567,391.61,8,5
2568,440.84,2,10
2569,460.42,7,0
2570,79.22,19,20
2571,237.2,19,15
2572,204.09,13,5
2573,40.69,12,10
2574,81.51,18,0
2575,288.4,17,25
2576,322.73,14,20
2577,397.18,12,20
2578,449.21,14,5
2579,224.55,14,25
2580,465.76,5,10
2581,25.19,7,10
2582,263.11,20,15
2583,456.33,13,5
2584,271.78,10,10
2585,378.77,9,25
2586,327.78,8,15
2587,401.42,8,5
2588,499.7,6,0
2589,255.91,1,0
2590,98.01,15,25
2591,59.04,11,15
2592,220.07,11,5
2593,131.82,5,5
2594,24.87,7,10
2595,285.55,8,20
2596,144.26,8,5
2597,328.4,19,10
2598,252.4,18,20
2599,295.38,13,10
2600,467.46,1,25
2601,43.26,19,10
2602,22.71,2,20
2603,143.33,17,0
2604,448.87,6,20
2605,348.34,19,15
2606,481.49,3,0
2607,427.89,6,5
2608,157.0,7,5
2609,154.79,11,20
2610,250.8,15,20
2611,81.01,13,15
2612,376.42,12,20
2613,215.64,13,0
2614,170.65,11,25
2615,91.76,3,15
2616,194.81,12,5
2617,44.84,16,10
2618,186.8,17,15
2619,109.68,8,20
2620,252.91,12,25
2621,182.61,4,20
2622,106.39,15,10
2623,72.01,4,10
2624,23.72,18,15
2625,404.2,9,5
2626,27.78,8,15
2627,472.67,3,10
2628,199.56,17,20
2629,463.16,18,25
2630,234.92,3,15
2631,305.95,10,20
2632,381.99,16,25
2633,151.1,20,25
2634,82.66,1,20
2635,63.0,2,15
2636,248.68,3,5
2637,278.57,5,0
2638,65.92,12,25
2639,101.72,1,10
2640,490.75,9,10
2641,72.51,1,0
2642,200.05,1,5
2643,452.49,2,10
2644,70.82,18,10
2645,466.14,8,0
2646,451.17,12,15
2647,226.48,1,15
2648,247.95,4,0
2649,167.7,19,10
2650,307.3,5,0
2651,350.71,3,0
2652,467.35,20,20
2653,377.85,18,5
2654,357.08,3,15
2655,127.42,5,0
2656,316.77,5,0
2657,237.01,16,25
2658,458.69,19,5
2659,154.94,3,10
2660,384.8,14,25
2661,72.92,8,25
2662,320.1,2,15
2663,287.13,11,10
2664,427.81,19,10
2665,319.22,1,25
2666,161.77,12,0
2667,265.12,6,15
2668,256.59,20,15
2669,70.4,6,5
2670,158.44,15,10
2671,327.15,20,0
2672,305.6,8,20
2673,381.07,9,25
2674,243.11,5,10
2675,455.06,18,15
2676,329.06,7,15
2677,416.34,11,20
2678,406.62,12,25
2679,33.36,15,5
2680,431.73,12,10
2681,87.09,2,5
2682,357.33,5,20
2683,77.36,2,20
2684,253.71,4,0
2685,440.34,15,5
2686,128.39,6,0
2687,137.53,13,15
2688,245.96,18,0
2689,410.88,2,10
2690,415.71,10,5
2691,253.93,4,5
2692,487.66,9,25
2693,159.72,8,10
2694,159.74,15,20
2695,286.54,20,0
2696,221.19,9,15
2697,177.05,10,25
2698,30.34,12,5
2699,426.28,8,5
2700,484.5,13,25
2701,302.56,12,15
2702,347.04,10,0
2703,370.37,1,20
2704,60.37,14,10
2705,298.48,2,0
2706,106.46,14,25
2707,460.28,13,15
2708,28.75,18,15
2709,274.6,19,25
2710,84.47,19,15
2711,283.09,12,0
2712,264.89,20,10
2713,276.39,11,0
2714,291.48,12,0
2715,123.28,11,20
2716,171.81,13,0
2717,427.47,1,0
2718,157.47,3,10
2719,77.57,12,15
2720,140.8,7,0
2721,34.68,4,0
2722,100.1,5,5
